Unnamed: 0	Virus Strain Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
19379	SARS-CoV-2/human/CHN/NYSDCX103/2023	EPI_ISL_17494210	BA.5.2.49	3/22/2023	China	Henan	Nanyang	BA.5.2*	2023-03-22
19384	SARS-CoV-2/human/CHN/23034/2023	EPI_ISL_17489316	XBB.1.5	3/22/2023	China	Sichuan	Luzhou	XBB.1.5*	2023-03-22
19385	SARS-CoV-2/human/CHN/230478/2023	EPI_ISL_17489323	XBB.1.9.2	3/22/2023	China	Sichuan	Chengdu	XBB.1.9*	2023-03-22
19406	SARS-CoV-2/Human/CHN/HLJCDC-0631/2023	EPI_ISL_17493829	XBB.1.9.1	3/22/2023	China	Heilongjiang		XBB.1.9*	2023-03-22
19466	hCoV-19/Taiwan/CDC-F78954/2023	EPI_ISL_18320405	FB.1	3/23/2023	China	Taiwan		Others	2023-03-23
19473	hCoV-19/Hebei/HCDC-0240/2023	EPI_ISL_17490523	BF.7.14	3/23/2023	China	Hebei	Shijiazhuang	BF.7.14*	2023-03-23
19474	hCoV-19/Hebei/HCDC-0133/2023	EPI_ISL_17490489	BF.7.14.1	3/23/2023	China	Hebei	Shijiazhuang	BF.7.14*	2023-03-23
19486	SARS-CoV-2/human/CHN/BTCDC122/2023	EPI_ISL_17514256	BF.7.14	3/23/2023	China	Xinjiang	Corps	BF.7.14*	2023-03-23
19487	SARS-CoV-2/human/CHN/SH-XG2304-2056/2023	EPI_ISL_17511932	BQ.1.1.13	3/23/2023	China	Shanghai		Others	2023-03-23
19497	SARS-CoV-2/human/CHN/SH-XG2304-2178/2023	EPI_ISL_17485690	BF.7.14.1	3/23/2023	China	Shanghai		BF.7.14*	2023-03-23
19503	SARS-CoV-2/human/CHN/XG2303-1931/2023	EPI_ISL_17495411	DY.4	3/23/2023	China	Shanghai		BA.5.2*	2023-03-23
19504	SARS-CoV-2/human/CHN/XG2303-1929/2023	EPI_ISL_17495412	DY.4	3/23/2023	China	Shanghai		BA.5.2*	2023-03-23
19518	SARS-CoV-2/human/CHN/SH-HG20230324-111/2023	EPI_ISL_17489400	BN.1.2.3	3/23/2023	China	Shanghai		BA.2.75*	2023-03-23
19529	SARS-CoV-2/human/CHN/NTCDC088/2023	EPI_ISL_17494023	BN.1.3	3/23/2023	China	Jiangsu		BA.2.75*	2023-03-23
19530	SARS-CoV-2/human/CHN/NTCDC086/2023	EPI_ISL_17494025	BN.1.3	3/23/2023	China	Jiangsu		BA.2.75*	2023-03-23
19534	SARS-CoV-2/human/CHN/ZJCDC024/2023	EPI_ISL_17493589	XBB.1.9.1	3/23/2023	China	Zhejiang		XBB.1.9*	2023-03-23
19537	SARS-CoV-2/human/CHN/ZJCDC011/2023	EPI_ISL_17493602	BF.7.14	3/23/2023	China	Zhejiang		BF.7.14*	2023-03-23
19548	SARS-CoV-2/Human/CHN/HLJCDC-0654/2023	EPI_ISL_17493807	BA.5.2.49	3/23/2023	China	Heilongjiang		BA.5.2*	2023-03-23
19568	hCoV-19/Shandong/WCDC-229/2023	EPI_ISL_18070892	BF.7.14.5	3/24/2023	China	Shandong	Weihai	BF.7.14*	2023-03-24
19576	hCoV-19/Shandong/WCDC-221/2023	EPI_ISL_18070884	DY.2	3/24/2023	China	Shandong	Weihai	BA.5.2*	2023-03-24
19579	hCoV-19/Jiangxi/JXGZ-186/2023	EPI_ISL_17794334	DY.3	3/24/2023	China	Jiangxi		BA.5.2*	2023-03-24
19601	SARS-CoV-2/human/CHN/BTCDC124/2023	EPI_ISL_17514258	XBB.1.9.1	3/24/2023	China	Xinjiang	Corps	XBB.1.9*	2023-03-24
19626	SARS-CoV-2/human/CHN/LNCDC-078/2023	EPI_ISL_17489426	BF.7.14	3/24/2023	China	Liaoning		BF.7.14*	2023-03-24
19633	SARS-CoV-2/human/CHN/ZJCDC055/2023	EPI_ISL_17493706	XBB.1.9.1	3/24/2023	China	Zhejiang		XBB.1.9*	2023-03-24
19636	SARS-CoV-2/human/CHN/ZJCDC042/2023	EPI_ISL_17493571	BN.1.3	3/24/2023	China	Zhejiang		BA.2.75*	2023-03-24
19637	SARS-CoV-2/human/CHN/ZJCDC037/2023	EPI_ISL_17493576	BN.1.3	3/24/2023	China	Zhejiang		BA.2.75*	2023-03-24
19640	SARS-CoV-2/human/CHN/ZJCDC031/2023	EPI_ISL_17493582	BN.1.3	3/24/2023	China	Zhejiang		BA.2.75*	2023-03-24
19642	SARS-CoV-2/human/CHN/ZJCDC021/2023	EPI_ISL_17493592	BN.1.3	3/24/2023	China	Zhejiang		BA.2.75*	2023-03-24
19644	SARS-CoV-2/human/CHN/ZJCDC016/2023	EPI_ISL_17493597	BN.1.3	3/24/2023	China	Zhejiang		BA.2.75*	2023-03-24
19647	SARS-CoV-2/human/CHN/ZJCDC005/2023	EPI_ISL_17493719	XBB.1.9.2	3/24/2023	China	Zhejiang		XBB.1.9*	2023-03-24
19649	SARS-CoV-2/Human/CHN/HLJCDC-0688/2023	EPI_ISL_17494169	BA.5.2.49	3/24/2023	China	Heilongjiang		BA.5.2*	2023-03-24
19662	hCoV-19/Inner Mongolia/NMCDC-WH-001/2023	EPI_ISL_17785599	BA.5.2.48	3/25/2023	China	Inner Mongolia		BA.5.2*	2023-03-25
19664	hCoV-19/Inner Mongolia/NMCDC-HHH-038/2023	EPI_ISL_17785553	DY.2	3/25/2023	China	Inner Mongolia		BA.5.2*	2023-03-25
19669	hCoV-19/Henan/LHCDC-021/2023	EPI_ISL_17545648	DY.4	3/25/2023	China	Henan	Luohe	BA.5.2*	2023-03-25
19672	hCoV-19/Hebei/HCDC-0164/2023	EPI_ISL_17490494	XBB.1.9.1	3/25/2023	China	Hebei	Shijiazhuang	XBB.1.9*	2023-03-25
19680	SARS-CoV-2/human/CHN/YNCDC-0208/2023	EPI_ISL_17485755	BF.7.14	3/25/2023	China	Yunnan		BF.7.14*	2023-03-25
19684	SARS-CoV-2/human/CHN/QZ202304S005/2023	EPI_ISL_17485551	DY.4	3/25/2023	China	Fujian		BA.5.2*	2023-03-25
19686	SARS-CoV-2/human/CHN/TJCDC257-099/2023	EPI_ISL_17488748	BF.7.14	3/25/2023	China	Tianjin		BF.7.14*	2023-03-25
19687	SARS-CoV-2/human/CHN/TJCDC257-082/2023	EPI_ISL_17488757	DY.2	3/25/2023	China	Tianjin		BA.5.2*	2023-03-25
19696	SARS-CoV-2/human/CHN/YNCDC-0069/2023	EPI_ISL_17493345	DY.4	3/25/2023	China	Yunnan		BA.5.2*	2023-03-25
19700	SARS-CoV-2/human/CHN/SH-HG20230327-115/2023	EPI_ISL_17489396	BN.1.2.3	3/25/2023	China	Shanghai		BA.2.75*	2023-03-25
19717	SARS-CoV-2/human/CHN/GXGuigangCDC-0010/2023	EPI_ISL_17493612	BA.5.2.48	3/25/2023	China	Guangxi	Guigang	BA.5.2*	2023-03-25
19739	hCoV-19/Inner Mongolia/NMCDC-WH-002/2023	EPI_ISL_17785600	BF.7.14.1	3/26/2023	China	Inner Mongolia		BF.7.14*	2023-03-26
19741	hCoV-19/Inner Mongolia/NMCDC-HHH-040/2023	EPI_ISL_17785555	BF.7.14.5	3/26/2023	China	Inner Mongolia		BF.7.14*	2023-03-26
19745	hCoV-19/Anhui/MCDC159/2023	EPI_ISL_17769931	FY.3.1	3/26/2023	China	Anhui		XBB.1.22*	2023-03-26
19748	hCoV-19/Hubei/LHCDC-0134/2023	EPI_ISL_17545761	BF.7.14	3/26/2023	China	Hubei	Luohe	BF.7.14*	2023-03-26
19754	hCoV-19/Jiangxi/NCCDC-106/2023	EPI_ISL_17494207	DY.2	3/26/2023	China	Jiangxi	Nanchang	BA.5.2*	2023-03-26
19756	hCoV-19/Hebei/HCDC-021/2023	EPI_ISL_17490343	BF.7.14	3/26/2023	China	Hebei	Shijiazhuang	BF.7.14*	2023-03-26
19761	SARS-CoV-2/human/CHN/SH-XG2304-2066/2023	EPI_ISL_17511937	BQ.1.1.13	3/26/2023	China	Shanghai		Others	2023-03-26
19794	SARS-CoV-2/human/CHN/AQCDC-043/2023	EPI_ISL_17492680	BA.5.2.48	3/26/2023	China	Anhui		BA.5.2*	2023-03-26
19797	SARS-CoV-2/Human/CHN/HLJCDC-0714/2023	EPI_ISL_17492728	BF.7.14.1	3/26/2023	China	Heilongjiang		BF.7.14*	2023-03-26
19800	SARS-CoV-2/Human/CHN/HLJCDC-0711/2023	EPI_ISL_17492731	BF.7.14.1	3/26/2023	China	Heilongjiang		BF.7.14*	2023-03-26
19850	hCoV-19/Taiwan/CDC-F78935/2023	EPI_ISL_18320433	XBB.1.9.1	3/27/2023	China	Taiwan		XBB.1.9*	2023-03-27
19854	hCoV-19/Inner Mongolia/NMCDC-HH-021/2023	EPI_ISL_17789962	BA.5.2.48	3/27/2023	China	Inner Mongolia		BA.5.2*	2023-03-27
19855	hCoV-19/Inner Mongolia/NMCDC-HH-020-2/2023	EPI_ISL_17789961	BA.5.2.48	3/27/2023	China	Inner Mongolia		BA.5.2*	2023-03-27
19858	hCoV-19/Inner Mongolia/NMCDC-HH-009/2023	EPI_ISL_17789950	BF.7.14	3/27/2023	China	Inner Mongolia		BF.7.14*	2023-03-27
19860	hCoV-19/Inner Mongolia/NMCDC-HH-007/2023	EPI_ISL_17789948	DY.2	3/27/2023	China	Inner Mongolia		BA.5.2*	2023-03-27
19864	hCoV-19/Inner Mongolia/NMCDC-HH-003/2023	EPI_ISL_17789944	DY.2	3/27/2023	China	Inner Mongolia		BA.5.2*	2023-03-27
19887	hCoV-19/Hebei/HCDC-0112/2023	EPI_ISL_17490388	BF.7.14	3/27/2023	China	Hebei	Shijiazhuang	BF.7.14*	2023-03-27
19890	hCoV-19/Jiangsu/SZCDC-299/2023	EPI_ISL_17307398	BF.7.14	3/27/2023	China	Jiangsu	Suzhou	BF.7.14*	2023-03-27
19910	SARS-CoV-2/human/CHN/YNCDC-0216/2023	EPI_ISL_17485763	DY.1	3/27/2023	China	Yunnan		BA.5.2*	2023-03-27
19914	SARS-CoV-2/human/CHN/SH-XG2304-2180/2023	EPI_ISL_17485692	BF.7.14.1	3/27/2023	China	Shanghai		BF.7.14*	2023-03-27
19916	SARS-CoV-2/human/CHN/GSCDC-0196/2023	EPI_ISL_17485566	DY.2	3/27/2023	China	Gansu		BA.5.2*	2023-03-27
19923	SARS-CoV-2/human/CHN/SH-XG2304-2070/2023	EPI_ISL_17488917	DY.4	3/27/2023	China	Shanghai		BA.5.2*	2023-03-27
19948	SARS-CoV-2/Human/CHN/HLJCDC-0717/2023	EPI_ISL_17492725	BF.7.14.1	3/27/2023	China	Heilongjiang		BF.7.14*	2023-03-27
19949	SARS-CoV-2/Human/CHN/HLJCDC-0716/2023	EPI_ISL_17492726	BF.7.14.1	3/27/2023	China	Heilongjiang		BF.7.14*	2023-03-27
19994	hCoV-19/Anhui/WHCDC-128/2023	EPI_ISL_17879909	XBB.1.16	3/28/2023	China	Anhui	Wuhu	XBB.1.16*	2023-03-28
19996	hCoV-19/Inner Mongolia/NMCDC-HH-030/2023	EPI_ISL_17789970	BA.5.2.48	3/28/2023	China	Inner Mongolia		BA.5.2*	2023-03-28
19999	hCoV-19/Inner Mongolia/NMCDC-HH-018/2023	EPI_ISL_17789959	DY.2	3/28/2023	China	Inner Mongolia		BA.5.2*	2023-03-28
20002	hCoV-19/Inner Mongolia/NMCDC-HH-015/2023	EPI_ISL_17789956	DY.2	3/28/2023	China	Inner Mongolia		BA.5.2*	2023-03-28
20003	hCoV-19/Inner Mongolia/NMCDC-HH-013/2023	EPI_ISL_17789954	DY.2	3/28/2023	China	Inner Mongolia		BA.5.2*	2023-03-28
20010	hCoV-19/Inner Mongolia/NMCDC-TG-011/2023	EPI_ISL_17785586	DY.2	3/28/2023	China	Inner Mongolia		BA.5.2*	2023-03-28
20025	SARS-CoV-2/human/CHN/ZMDCDC-121/2023	EPI_ISL_17817000	BF.7.14	3/28/2023	China	Henan	Zhumadian	BF.7.14*	2023-03-28
20028	SARS-CoV-2/human/CHN/NJCDC-232/2023	EPI_ISL_17684293	XBB.1.5.24	3/28/2023	China	Jiangsu		XBB.1.5*	2023-03-28
20040	SARS-CoV-2/human/CHN/SH-XG2304-2227/2023	EPI_ISL_17511843	DY.4	3/28/2023	China	Shanghai		BA.5.2*	2023-03-28
20043	SARS-CoV-2/human/CHN/SH-XG2304-2033/2023	EPI_ISL_17511925	XBB.1.9.1	3/28/2023	China	Shanghai		XBB.1.9*	2023-03-28
20053	SARS-CoV-2/human/CHN/SH-XG2304-2189/2023	EPI_ISL_17485699	DY.1	3/28/2023	China	Shanghai		BA.5.2*	2023-03-28
20056	SARS-CoV-2/human/CHN/SH-XG2304-2183/2023	EPI_ISL_17485695	DY.2	3/28/2023	China	Shanghai		BA.5.2*	2023-03-28
20080	SARS-CoV-2/human/CHN/HG20230329-132/2023	EPI_ISL_17494195	BN.1.2.3	3/28/2023	China	Shanghai		BA.2.75*	2023-03-28
20081	SARS-CoV-2/human/CHN/HG20230329-131/2023	EPI_ISL_17494196	CH.1.1	3/28/2023	China	Shanghai		BA.2.75*	2023-03-28
20083	SARS-CoV-2/human/CHN/SYCDC-0040/2023	EPI_ISL_17493381	DY.1	3/28/2023	China	Liaoning	Shenyang	BA.5.2*	2023-03-28
20084	SARS-CoV-2/human/CHN/SYCDC-0039/2023	EPI_ISL_17493382	DY.1	3/28/2023	China	Liaoning	Shenyang	BA.5.2*	2023-03-28
20085	SARS-CoV-2/human/CHN/SYCDC-0038/2023	EPI_ISL_17493383	DY.1	3/28/2023	China	Liaoning	Shenyang	BA.5.2*	2023-03-28
20086	SARS-CoV-2/human/CHN/LY2023630/2023	EPI_ISL_17489726	BF.7.14.1	3/28/2023	China	Fujian		BF.7.14*	2023-03-28
20104	hCoV-19/Taiwan/CDC-F79126/2023	EPI_ISL_18320413	XBB.1.16.1	3/29/2023	China	Taiwan		XBB.1.16*	2023-03-29
20108	hCoV-19/Inner Mongolia/NMCDC-HH-028/2023	EPI_ISL_17789968	BF.7.14	3/29/2023	China	Inner Mongolia		BF.7.14*	2023-03-29
20114	hCoV-19/Hong Kong/VB23023558/2023	EPI_ISL_17433577	CH.1.1.3	3/29/2023	China	Hong Kong		BA.2.75*	2023-03-29
20128	SARS-CoV-2/human/CHN/BTCDC131/2023	EPI_ISL_17514265	BF.7.14	3/29/2023	China	Xinjiang	Corps	BF.7.14*	2023-03-29
20129	SARS-CoV-2/human/CHN/SH-XG2304-2251/2023	EPI_ISL_17511835	DY.1	3/29/2023	China	Shanghai		BA.5.2*	2023-03-29
20131	SARS-CoV-2/human/CHN/SH-XG2304-2068/2023	EPI_ISL_17511938	BQ.1.1.13	3/29/2023	China	Shanghai		Others	2023-03-29
20132	SARS-CoV-2/human/CHN/SH-XG2303-2029/2023	EPI_ISL_17511923	BN.1.3.5	3/29/2023	China	Shanghai		BA.2.75*	2023-03-29
20136	SARS-CoV-2/human/CHN/TYCDC-069/2023	EPI_ISL_17505663	BF.7.14.1	3/29/2023	China	Shanxi	Taiyuan	BF.7.14*	2023-03-29
20175	SARS-CoV-2/human/CHN/ZJCDC667/2023	EPI_ISL_17495314	BN.1.3.5	3/29/2023	China	Zhejiang		BA.2.75*	2023-03-29
20176	SARS-CoV-2/human/CHN/ZJCDC666/2023	EPI_ISL_17495315	BN.1.3.5	3/29/2023	China	Zhejiang		BA.2.75*	2023-03-29
20199	hCoV-19/Jiangxi/JXJDZ-005/2023	EPI_ISL_17794472	DY.4	3/30/2023	China	Jiangxi		BA.5.2*	2023-03-30
20202	hCoV-19/Henan/XYCDC-0701/2023	EPI_ISL_17584979	BA.5.2.49	3/30/2023	China	Henan	Xinyang	BA.5.2*	2023-03-30
20205	SARS-CoV-2/human/CHN/ZJCDC-026/2023	EPI_ISL_17684319	XBB.1.5	3/30/2023	China	Jiangsu		XBB.1.5*	2023-03-30
20207	SARS-CoV-2/human/CHN/ZJCDC-022/2023	EPI_ISL_17684316	XBB.1.5	3/30/2023	China	Jiangsu		XBB.1.5*	2023-03-30
20210	SARS-CoV-2/human/CHN/SZCDC-309/2023	EPI_ISL_17684304	XBB.1.9.1	3/30/2023	China	Jiangsu		XBB.1.9*	2023-03-30
20214	SARS-CoV-2/human/CHN/NJCDC-228/2023	EPI_ISL_17684289	BN.1.3.5	3/30/2023	China	Jiangsu		BA.2.75*	2023-03-30
20216	SARS-CoV-2/human/CHN/HACDC-074/2023	EPI_ISL_17684273	DY.4	3/30/2023	China	Jiangsu		BA.5.2*	2023-03-30
20223	SARS-CoV-2/Human/CHN/HLJCDC-0777/2023	EPI_ISL_17516775	BF.7.14	3/30/2023	China	Heilongjiang		BF.7.14*	2023-03-30
20228	SARS-CoV-2/human/CHN/SH-XG2304-2232/2023	EPI_ISL_17511853	XBB.1.5	3/30/2023	China	Shanghai		XBB.1.5*	2023-03-30
20229	SARS-CoV-2/human/CHN/SH-XG2304-2231/2023	EPI_ISL_17511854	DY.4	3/30/2023	China	Shanghai		BA.5.2*	2023-03-30
20244	SARS-CoV-2/human/CHN/TJCDC20230407-5/2023	EPI_ISL_17488800	DY.2	3/30/2023	China	Tianjin		BA.5.2*	2023-03-30
20249	SARS-CoV-2/human/CHN/HG20230331-145/2023	EPI_ISL_17495416	XBB.1.16.1	3/30/2023	China	Shanghai		XBB.1.16*	2023-03-30
20255	SARS-CoV-2/human/CHN/QYCDC-236/2023	EPI_ISL_17494815	BF.7.14.4	3/30/2023	China	Gansu	Qingyang	BF.7.14*	2023-03-30
20259	SARS-CoV-2/human/CHN/QYCDC-230/2023	EPI_ISL_17494819	BF.7.14.4	3/30/2023	China	Gansu	Qingyang	BF.7.14*	2023-03-30
20271	hCoV-19/Shandong/WCDC-248/2023	EPI_ISL_18070911	BF.7.14	3/31/2023	China	Shandong	Weihai	BF.7.14*	2023-03-31
20278	hCoV-19/Shandong/WCDC-241/2023	EPI_ISL_18070904	DY.4	3/31/2023	China	Shandong	Weihai	BA.5.2*	2023-03-31
20285	hCoV-19/Anhui/MCDC161/2023	EPI_ISL_17769933	GF.1	3/31/2023	China	Anhui		XBB.1.5*	2023-03-31
20295	SARS-CoV-2/human/CHN/BJCDC-0858/2023	EPI_ISL_17784907	XBB.1.19.1	3/31/2023	China	Beijing		Others	2023-03-31
20296	SARS-CoV-2/human/CHN/BJCDC-0857/2023	EPI_ISL_17784906	BF.7.14	3/31/2023	China	Beijing		BF.7.14*	2023-03-31
20297	SARS-CoV-2/human/CHN/BJCDC-0855/2023	EPI_ISL_17784904	BF.7.14	3/31/2023	China	Beijing		BF.7.14*	2023-03-31
20298	SARS-CoV-2/human/CHN/BJCDC-0853/2023	EPI_ISL_17784902	DY.2	3/31/2023	China	Beijing		BA.5.2*	2023-03-31
20309	SARS-CoV-2/human/CHN/LNCDC-089-2/2023	EPI_ISL_17516752	DY.2	3/31/2023	China	Liaoning		BA.5.2*	2023-03-31
20311	SARS-CoV-2/human/CHN/SH-XG2304-2234/2023	EPI_ISL_17511851	XBB.1.5	3/31/2023	China	Shanghai		XBB.1.5*	2023-03-31
20312	SARS-CoV-2/human/CHN/SH-XG2304-2233/2023	EPI_ISL_17511852	DY.4	3/31/2023	China	Shanghai		BA.5.2*	2023-03-31
20314	SARS-CoV-2/human/CHN/TYCDC-070/2023	EPI_ISL_17505674	BF.7.14.1	3/31/2023	China	Shanxi	Taiyuan	BF.7.14*	2023-03-31
20315	SARS-CoV-2/human/CHN/HB-Jingmen-0864/2023	EPI_ISL_17501449	XBB.1.22.1	3/31/2023	China	Hubei	Jingmen	XBB.1.22*	2023-03-31
20323	SARS-CoV-2/human/CHN/ZJCDC747/2023	EPI_ISL_17501551	BF.7.14	3/31/2023	China	Zhejiang		BF.7.14*	2023-03-31
20332	SARS-CoV-2/human/CHN/SH-XG2304-2143/2023	EPI_ISL_17485668	BF.7.14.4	3/31/2023	China	Shanghai		BF.7.14*	2023-03-31
20341	SARS-CoV-2/human/CHN/SH-HG20230403-161/2023	EPI_ISL_17493948	XBB.2.3	3/31/2023	China	Shanghai		XBB.2.3*	2023-03-31
20354	SARS-CoV-2/human/CHN/SH-HG20230403-147/2023	EPI_ISL_17492810	BN.1.2.3	3/31/2023	China	Shanghai		BA.2.75*	2023-03-31
20362	SARS-CoV-2/human/CHN/ZJCDC713/2023	EPI_ISL_17495392	XBB.1.9.1	3/31/2023	China	Zhejiang		XBB.1.9*	2023-03-31
20378	hCoV-19/Taiwan/NCKUH-061023001144/2023	EPI_ISL_17808440	FR.1	4/1/2023	China	Taiwan	Tainan	BA.2.75*	2023-04-01
20380	hCoV-19/Anhui/HFCDC-362/2023	EPI_ISL_17765836	XBB.1.9.1	4/1/2023	China	Anhui	Hefei	XBB.1.9*	2023-04-01
20381	hCoV-19/Anhui/HFCDC-361/2023	EPI_ISL_17765835	XBB.1.9.1	4/1/2023	China	Anhui	Hefei	XBB.1.9*	2023-04-01
20383	hCoV-19/Anhui/HFCDC-359/2023	EPI_ISL_17765833	FU.1	4/1/2023	China	Anhui	Hefei	XBB.1.16*	2023-04-01
20387	hCoV-19/Anhui/HFCDC-353/2023	EPI_ISL_17765829	FE.1.1	4/1/2023	China	Anhui	Hefei	Others	2023-04-01
20388	hCoV-19/Anhui/HFCDC-352/2023	EPI_ISL_17765828	XBB.1.16	4/1/2023	China	Anhui	Hefei	XBB.1.16*	2023-04-01
20395	hCoV-19/Anhui/HFCDC-344/2023	EPI_ISL_17765820	FY.3	4/1/2023	China	Anhui	Hefei	XBB.1.22*	2023-04-01
20401	hCoV-19/Anhui/HFCDC-338/2023	EPI_ISL_17765814	XBB.1.9.1	4/1/2023	China	Anhui	Hefei	XBB.1.9*	2023-04-01
20402	hCoV-19/Anhui/HFCDC-337/2023	EPI_ISL_17765813	XBB.1.16	4/1/2023	China	Anhui	Hefei	XBB.1.16*	2023-04-01
20406	hCoV-19/Anhui/HFCDC-332/2023	EPI_ISL_17765808	BF.7.14	4/1/2023	China	Anhui	Hefei	BF.7.14*	2023-04-01
20413	hCoV-19/Anhui/HFCDC-325/2023	EPI_ISL_17765801	BF.7.14	4/1/2023	China	Anhui	Hefei	BF.7.14*	2023-04-01
20416	hCoV-19/Anhui/HFCDC-322/2023	EPI_ISL_17765798	XBB.1.16	4/1/2023	China	Anhui	Hefei	XBB.1.16*	2023-04-01
20418	hCoV-19/Anhui/HFCDC-320/2023	EPI_ISL_17765796	DY.2	4/1/2023	China	Anhui	Hefei	BA.5.2*	2023-04-01
20420	hCoV-19/Anhui/HFCDC-318/2023	EPI_ISL_17765794	DY.2	4/1/2023	China	Anhui	Hefei	BA.5.2*	2023-04-01
20423	hCoV-19/Anhui/HFCDC-314/2023	EPI_ISL_17765790	XBB.1.16.1	4/1/2023	China	Anhui	Hefei	XBB.1.16*	2023-04-01
20428	hCoV-19/Anhui/HFCDC-307/2023	EPI_ISL_17765783	DY.4	4/1/2023	China	Anhui	Hefei	BA.5.2*	2023-04-01
20433	hCoV-19/Anhui/HFCDC-301/2023	EPI_ISL_17765777	DY.4	4/1/2023	China	Anhui	Hefei	BA.5.2*	2023-04-01
20444	hCoV-19/Shanghai/SCDC-2475/2023	EPI_ISL_17536926	BF.7.14.1	4/1/2023	China	Shanghai		BF.7.14*	2023-04-01
20446	SARS-CoV-2/human/CHN/BJCDC-0869/2023	EPI_ISL_17784912	BF.7.14	4/1/2023	China	Beijing		BF.7.14*	2023-04-01
20447	SARS-CoV-2/human/CHN/BJCDC-0868/2023	EPI_ISL_17784911	BF.7.14	4/1/2023	China	Beijing		BF.7.14*	2023-04-01
20452	SARS-CoV-2/human/CHN/SH-XG2304-2235/2023	EPI_ISL_17511850	DY.4	4/1/2023	China	Shanghai		BA.5.2*	2023-04-01
20458	SARS-CoV-2/human/CHN/TYCDC-079/2023	EPI_ISL_17505682	BF.7.14.1	4/1/2023	China	Shanxi	Taiyuan	BF.7.14*	2023-04-01
20460	SARS-CoV-2/human/CHN/QH-ETYY-54/2023	EPI_ISL_17505661	DY.1	4/1/2023	China	Qinghai		BA.5.2*	2023-04-01
20472	SARS-CoV-2/human/CHN/TJCDC20230407-14/2023	EPI_ISL_17488803	DY.2	4/1/2023	China	Tianjin		BA.5.2*	2023-04-01
20477	SARS-CoV-2/human/CHN/ZJCDC694/2023	EPI_ISL_17494733	BF.7.14	4/1/2023	China	Zhejiang		BF.7.14*	2023-04-01
20478	SARS-CoV-2/human/CHN/SXCDC-0367/2023	EPI_ISL_17489434	BF.7.14.1	4/1/2023	China	Shanxi		BF.7.14*	2023-04-01
20479	SARS-CoV-2/human/CHN/SXCDC-0366/2023	EPI_ISL_17489435	BF.7.14.1	4/1/2023	China	Shanxi		BF.7.14*	2023-04-01
20495	hCoV-19/Henan/XYCDC-0702/2023	EPI_ISL_17584980	DY.4	4/2/2023	China	Henan	Xinyang	BA.5.2*	2023-04-02
20503	hCoV-19/Qinghai/QCDC-HSZ-109/2023	EPI_ISL_17493034	DZ.2	4/2/2023	China	Qinghai		BA.5.2*	2023-04-02
20504	hCoV-19/Qinghai/QCDC-HSZ-110/2023	EPI_ISL_17493033	DZ.2	4/2/2023	China	Qinghai		BA.5.2*	2023-04-02
20514	SARS-CoV-2/human/CHN/LNCDC-102-4/2023	EPI_ISL_17615045	BF.7.14.2	4/2/2023	China	Liaoning		BF.7.14*	2023-04-02
20517	SARS-CoV-2/Human/CHN/HLJCDC-0791/2023	EPI_ISL_17516783	BA.5.2.49	4/2/2023	China	Heilongjiang		BA.5.2*	2023-04-02
20526	SARS-CoV-2/human/CHN/SH-XG2304-2238/2023	EPI_ISL_17511847	DY.4	4/2/2023	China	Shanghai		BA.5.2*	2023-04-02
20528	SARS-CoV-2/human/CHN/SH-PD202304040010/2023	EPI_ISL_17511951	BN.1.3.5	4/2/2023	China	Shanghai		BA.2.75*	2023-04-02
20529	SARS-CoV-2/human/CHN/YNCDC-0299/2023	EPI_ISL_17505712	DY.1	4/2/2023	China	Yunnan		BA.5.2*	2023-04-02
20532	SARS-CoV-2/human/CHN/ZJCDC754/2023	EPI_ISL_17501523	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20533	SARS-CoV-2/human/CHN/ZJCDC753/2023	EPI_ISL_17501577	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20534	SARS-CoV-2/human/CHN/ZJCDC752/2023	EPI_ISL_17501522	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20536	SARS-CoV-2/human/CHN/ZJCDC750/2023	EPI_ISL_17501553	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20554	SARS-CoV-2/human/CHN/TJCDC20230407-2/2023	EPI_ISL_17488802	BF.7.14	4/2/2023	China	Tianjin		BF.7.14*	2023-04-02
20560	SARS-CoV-2/human/CHN/ZJCDC681/2023	EPI_ISL_17492821	XBB.1.5	4/2/2023	China	Zhejiang		XBB.1.5*	2023-04-02
20561	SARS-CoV-2/human/CHN/ZJCDC712/2023	EPI_ISL_17495393	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20562	SARS-CoV-2/human/CHN/ZJCDC711/2023	EPI_ISL_17495394	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20563	SARS-CoV-2/human/CHN/ZJCDC710/2023	EPI_ISL_17495395	XBB.1.16.1	4/2/2023	China	Zhejiang		XBB.1.16*	2023-04-02
20566	SARS-CoV-2/human/CHN/QH-HSZ-107/2023	EPI_ISL_17493036	BF.7.14	4/2/2023	China	Qinghai		BF.7.14*	2023-04-02
