strain,lineage,date,country,province
EPI_ISL_17744754_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744737_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744733_new,Others,2023-05-12,China,Yunnan
EPI_ISL_17744732_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744716_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744705_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744702_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744686_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744665_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744651_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17744645_new,XBB.1.16*,2023-05-12,China,Yunnan
EPI_ISL_17736057_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17736054_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17735970_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17735958_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17735949_new,XBB.1.5*,2023-05-12,China,Sichuan
EPI_ISL_17735940_new,XBB.1.16*,2023-05-12,China,Sichuan
EPI_ISL_17735939_new,XBB.1.5*,2023-05-12,China,Sichuan
EPI_ISL_17735938_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17735929_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17725512_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725449_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725448_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725446_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725445_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725443_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725279_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17725278_new,XBB.1.9*,2023-05-12,China,Shanghai
EPI_ISL_17725277_new,XBB.1.22*,2023-05-12,China,Shanghai
EPI_ISL_17724972_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17724971_new,Others,2023-05-12,China,Shanghai
EPI_ISL_17724970_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17724969_new,XBB.1.9*,2023-05-12,China,Shanghai
EPI_ISL_17724968_new,XBB.1.9*,2023-05-12,China,Shanghai
EPI_ISL_17724967_new,XBB.1.9*,2023-05-12,China,Shanghai
EPI_ISL_17724966_new,XBB.1.9*,2023-05-12,China,Shanghai
EPI_ISL_17724965_new,XBB.1.22*,2023-05-12,China,Shanghai
EPI_ISL_17724964_new,XBB.1.9*,2023-05-12,China,Shanghai
EPI_ISL_17724963_new,XBB.1.22*,2023-05-12,China,Shanghai
EPI_ISL_17724962_new,BA.2.75*,2023-05-12,China,Shanghai
EPI_ISL_17724961_new,XBB.1.5*,2023-05-12,China,Shanghai
EPI_ISL_17724960_new,XBB.1.5*,2023-05-12,China,Shanghai
EPI_ISL_17724959_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17724958_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17724957_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17724956_new,BA.2.75*,2023-05-12,China,Shanghai
EPI_ISL_17724955_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17724941_new,XBB.1.16*,2023-05-12,China,Shanghai
EPI_ISL_17720790_new,XBB.1.16*,2023-05-12,China,Taiwan
EPI_ISL_17720786_new,XBB.1.16*,2023-05-12,China,Taiwan
EPI_ISL_17718450_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17718441_new,XBB.1.9*,2023-05-12,China,Sichuan
EPI_ISL_17714350_new,XBB.1.22*,2023-05-12,China,Hubei
EPI_ISL_17714340_new,XBB.1.22*,2023-05-12,China,Hubei
EPI_ISL_17704020_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17704018_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17704016_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17704015_new,BA.2.75*,2023-05-12,China,Fujian
EPI_ISL_17704008_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17704007_new,BA.2.75*,2023-05-12,China,Fujian
EPI_ISL_17704006_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17703981_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17703967_new,XBB.1.9*,2023-05-12,China,Fujian
EPI_ISL_17703938_new,XBB.1.16*,2023-05-12,China,Fujian
EPI_ISL_17695176_new,Others,2023-05-12,China,Taiwan
EPI_ISL_17695175_new,Others,2023-05-12,China,Taiwan
EPI_ISL_17695174_new,XBB.1.9*,2023-05-12,China,Taiwan
EPI_ISL_17695172_new,XBB.1.16*,2023-05-12,China,Taiwan
EPI_ISL_17850769_new,BA.2.75*,2023-05-12,China,Sichuan
EPI_ISL_17850647_new,XBB.1.9*,2023-05-12,China,Liaoning
EPI_ISL_17817008_new,XBB.1.16*,2023-05-12,China,Henan
EPI_ISL_17795765_new,XBB.1.22*,2023-05-12,China,Jiangsu
EPI_ISL_17795764_new,XBB.1.5*,2023-05-12,China,Jiangsu
EPI_ISL_17795760_new,XBB.1.22*,2023-05-12,China,Jiangsu
EPI_ISL_17795759_new,XBB.1.9*,2023-05-12,China,Jiangsu
EPI_ISL_17795758_new,XBB.1.22*,2023-05-12,China,Jiangsu
EPI_ISL_17795757_new,XBB.1.9*,2023-05-12,China,Jiangsu
EPI_ISL_17795756_new,XBB.1.9*,2023-05-12,China,Jiangsu
EPI_ISL_17795755_new,XBB.1.5*,2023-05-12,China,Jiangsu
EPI_ISL_17795634_new,XBB.1.5*,2023-05-12,China,Jiangsu
EPI_ISL_17795628_new,XBB.1.22*,2023-05-12,China,Jiangsu
EPI_ISL_17794046_new,XBB.1.5*,2023-05-12,China,Jiangsu
EPI_ISL_17794042_new,XBB.1.5*,2023-05-12,China,Jiangsu
EPI_ISL_17778756_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17778715_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17778666_new,BA.2.75*,2023-05-12,China,Yunnan
EPI_ISL_17725516_new,BA.2.75*,2023-05-12,China,Yunnan
EPI_ISL_17714412_new,XBB.1.16*,2023-05-12,China,Yunnan
EPI_ISL_17714408_new,XBB.1.16*,2023-05-12,China,Yunnan
EPI_ISL_17714421_new,XBB.1.5*,2023-05-12,China,Yunnan
EPI_ISL_17714451_new,XBB.1.16*,2023-05-12,China,Yunnan
EPI_ISL_17714428_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17714448_new,XBB.1.9*,2023-05-12,China,Yunnan
EPI_ISL_17714381_new,Others,2023-05-12,China,Yunnan
EPI_ISL_17689271_new,XBB.1.5*,2023-05-12,China,Anhui
EPI_ISL_17998787_new,XBB.1.9*,2023-05-13,China,Gansu
EPI_ISL_17879883_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17801958_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17801913_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17801756_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17794988_new,XBB.1.16*,2023-05-13,China,Jiangxi
EPI_ISL_17794843_new,XBB.1.9*,2023-05-13,China,Jiangxi
EPI_ISL_17794399_new,XBB.1.9*,2023-05-13,China,Jiangxi
EPI_ISL_17794396_new,XBB.1.9*,2023-05-13,China,Jiangxi
EPI_ISL_17794390_new,XBB.1.9*,2023-05-13,China,Jiangxi
EPI_ISL_17794387_new,XBB.1.9*,2023-05-13,China,Jiangxi
EPI_ISL_17794316_new,XBB.1.16*,2023-05-13,China,Jiangxi
EPI_ISL_17794315_new,XBB.1.16*,2023-05-13,China,Jiangxi
EPI_ISL_17770219_new,BA.2.75*,2023-05-13,China,Shanghai
EPI_ISL_17770217_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17770216_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17762933_new,XBB.1.9*,2023-05-13,China,Hong Kong
EPI_ISL_17744750_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17744710_new,XBB.1.16*,2023-05-13,China,Yunnan
EPI_ISL_17744700_new,BA.2.75*,2023-05-13,China,Yunnan
EPI_ISL_17744697_new,XBB.1.16*,2023-05-13,China,Yunnan
EPI_ISL_17744690_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17739776_new,XBB.1.5*,2023-05-13,China,Heilongjiang
EPI_ISL_17739689_new,XBB.1.5*,2023-05-13,China,Heilongjiang
EPI_ISL_17739628_new,XBB.1.9*,2023-05-13,China,Heilongjiang
EPI_ISL_17736061_new,XBB.1.16*,2023-05-13,China,Sichuan
EPI_ISL_17736053_new,XBB.1.5*,2023-05-13,China,Sichuan
EPI_ISL_17736025_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17736021_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17736018_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17735969_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17729834_new,XBB.1.5*,2023-05-13,China,Fujian
EPI_ISL_17725473_new,XBB.1.22*,2023-05-13,China,Shanghai
EPI_ISL_17725472_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17725455_new,XBB.1.22*,2023-05-13,China,Shanghai
EPI_ISL_17725452_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17725451_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17725450_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17725283_new,XBB.1.5*,2023-05-13,China,Shanghai
EPI_ISL_17725282_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17725281_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17725280_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724998_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724997_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724996_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724995_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724994_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724993_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724992_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724991_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724990_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724989_new,XBB.2.3*,2023-05-13,China,Shanghai
EPI_ISL_17724988_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724987_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724986_new,XBB.2.3*,2023-05-13,China,Shanghai
EPI_ISL_17724985_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724984_new,XBB.1.5*,2023-05-13,China,Shanghai
EPI_ISL_17724983_new,XBB.1.5*,2023-05-13,China,Shanghai
EPI_ISL_17724982_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724981_new,XBB.1.5*,2023-05-13,China,Shanghai
EPI_ISL_17724980_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724979_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724978_new,XBB.1.5*,2023-05-13,China,Shanghai
EPI_ISL_17724977_new,XBB.1.5*,2023-05-13,China,Shanghai
EPI_ISL_17724976_new,XBB.1.22*,2023-05-13,China,Shanghai
EPI_ISL_17724975_new,XBB.1.9*,2023-05-13,China,Shanghai
EPI_ISL_17724974_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724973_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724943_new,XBB.1.16*,2023-05-13,China,Shanghai
EPI_ISL_17724940_new,Others,2023-05-13,China,Shanghai
EPI_ISL_17723146_new,XBB.1.5*,2023-05-13,China,Taiwan
EPI_ISL_17723142_new,XBB.1.16*,2023-05-13,China,Taiwan
EPI_ISL_17723141_new,XBB.1.9*,2023-05-13,China,Taiwan
EPI_ISL_17723138_new,XBB.1.9*,2023-05-13,China,Taiwan
EPI_ISL_17720653_new,XBB.1.9*,2023-05-13,China,Taiwan
EPI_ISL_17720652_new,XBB.1.9*,2023-05-13,China,Taiwan
EPI_ISL_17720651_new,XBB.1.16*,2023-05-13,China,Taiwan
EPI_ISL_17720650_new,XBB.1.16*,2023-05-13,China,Taiwan
EPI_ISL_17720649_new,XBB.1.16*,2023-05-13,China,Taiwan
EPI_ISL_17720648_new,XBB.1.9*,2023-05-13,China,Taiwan
EPI_ISL_17720646_new,Others,2023-05-13,China,Taiwan
EPI_ISL_17720643_new,XBB.1.16*,2023-05-13,China,Taiwan
EPI_ISL_17720642_new,XBB.1.5*,2023-05-13,China,Taiwan
EPI_ISL_17714342_new,XBB.1.9*,2023-05-13,China,Hubei
EPI_ISL_17714290_new,XBB.1.9*,2023-05-13,China,Hubei
EPI_ISL_17714289_new,XBB.1.9*,2023-05-13,China,Hubei
EPI_ISL_17714273_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17714272_new,BA.2.75*,2023-05-13,China,Sichuan
EPI_ISL_17714270_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17714268_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17714266_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17704047_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17704046_new,BA.2.75*,2023-05-13,China,Fujian
EPI_ISL_17704014_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17704003_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17703963_new,XBB.1.9*,2023-05-13,China,Fujian
EPI_ISL_17703960_new,XBB.1.5*,2023-05-13,China,Fujian
EPI_ISL_17703954_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703953_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703952_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703951_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703950_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703949_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703948_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703947_new,XBB.1.22*,2023-05-13,China,Fujian
EPI_ISL_17703945_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703944_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703943_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703942_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17703941_new,XBB.2.3*,2023-05-13,China,Fujian
EPI_ISL_17696906_new,XBB.1.16*,2023-05-13,China,Hubei
EPI_ISL_17696905_new,XBB.1.5*,2023-05-13,China,Hubei
EPI_ISL_17696903_new,XBB.1.9*,2023-05-13,China,Hubei
EPI_ISL_17689836_new,XBB.1.9*,2023-05-13,China,Hong Kong
EPI_ISL_17689834_new,XBB.1.16*,2023-05-13,China,Hong Kong
EPI_ISL_17850150_new,XBB.1.22*,2023-05-13,China,Anhui
EPI_ISL_17795625_new,XBB.1.16*,2023-05-13,China,Jiangsu
EPI_ISL_17795581_new,XBB.1.5*,2023-05-13,China,Jiangsu
EPI_ISL_17778684_new,XBB.1.5*,2023-05-13,China,Yunnan
EPI_ISL_17778750_new,XBB.1.5*,2023-05-13,China,Yunnan
EPI_ISL_17778710_new,XBB.1.5*,2023-05-13,China,Yunnan
EPI_ISL_17778707_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17778739_new,XBB.1.22*,2023-05-13,China,Yunnan
EPI_ISL_17735976_new,XBB.1.9*,2023-05-13,China,Sichuan
EPI_ISL_17714433_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17714414_new,BA.2.75*,2023-05-13,China,Yunnan
EPI_ISL_17714409_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17714441_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17714399_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17714406_new,XBB.1.5*,2023-05-13,China,Yunnan
EPI_ISL_17714376_new,XBB.1.9*,2023-05-13,China,Yunnan
EPI_ISL_17698300_new,XBB.1.9*,2023-05-13,China,Guangdong
EPI_ISL_17697895_new,XBB.1.16*,2023-05-13,China,Guangdong
EPI_ISL_18535343_new,XBB.1.9*,2023-05-14,China,Guangdong
EPI_ISL_18519453_new,XBB.1.9*,2023-05-14,China,Xizang
EPI_ISL_18518417_new,XBB.1.9*,2023-05-14,China,Xizang
EPI_ISL_17988271_new,XBB.1.22*,2023-05-14,China,Jiangsu
EPI_ISL_17988217_new,XBB.1.5*,2023-05-14,China,Jiangsu
EPI_ISL_17978450_new,XBB.1.16*,2023-05-14,China,Jiangsu
EPI_ISL_17978443_new,XBB.1.16*,2023-05-14,China,Jiangsu
EPI_ISL_17879905_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17879892_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17879886_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17879884_new,XBB.1.16*,2023-05-14,China,Sichuan
EPI_ISL_17850587_new,XBB.1.9*,2023-05-14,China,Henan
EPI_ISL_17850585_new,XBB.1.16*,2023-05-14,China,Henan
EPI_ISL_17850584_new,XBB.1.9*,2023-05-14,China,Henan
EPI_ISL_17850191_new,XBB.1.5*,2023-05-14,China,Fujian
EPI_ISL_17850190_new,XBB.1.16*,2023-05-14,China,Fujian
EPI_ISL_17850189_new,XBB.1.16*,2023-05-14,China,Fujian
EPI_ISL_17819863_new,XBB.1.5*,2023-05-14,China,Fujian
EPI_ISL_17819862_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17801960_new,XBB.1.16*,2023-05-14,China,Fujian
EPI_ISL_17801959_new,XBB.1.22*,2023-05-14,China,Fujian
EPI_ISL_17801773_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17794993_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794990_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794989_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794987_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794983_new,XBB.2.3*,2023-05-14,China,Jiangxi
EPI_ISL_17794849_new,XBB.1.5*,2023-05-14,China,Jiangxi
EPI_ISL_17794848_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794847_new,XBB.1.5*,2023-05-14,China,Jiangxi
EPI_ISL_17794846_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794845_new,XBB.1.5*,2023-05-14,China,Jiangxi
EPI_ISL_17794842_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794730_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794729_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794728_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794727_new,XBB.1.5*,2023-05-14,China,Jiangxi
EPI_ISL_17794720_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794719_new,XBB.1.5*,2023-05-14,China,Jiangxi
EPI_ISL_17794718_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794717_new,XBB.1.5*,2023-05-14,China,Jiangxi
EPI_ISL_17794488_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794415_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794394_new,Others,2023-05-14,China,Jiangxi
EPI_ISL_17794391_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794389_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794388_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17794320_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794319_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794318_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794317_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794310_new,XBB.1.16*,2023-05-14,China,Jiangxi
EPI_ISL_17794309_new,XBB.1.9*,2023-05-14,China,Jiangxi
EPI_ISL_17793989_new,XBB.1.5*,2023-05-14,China,Anhui
EPI_ISL_17793988_new,XBB.1.16*,2023-05-14,China,Anhui
EPI_ISL_17778564_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17770392_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17770389_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17770388_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770387_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770386_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17770385_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17770384_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770256_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770255_new,XBB.1.22*,2023-05-14,China,Shanghai
EPI_ISL_17770254_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770253_new,Others,2023-05-14,China,Shanghai
EPI_ISL_17770252_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17770220_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770213_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770212_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770211_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17770210_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17770209_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17762932_new,XBB.1.9*,2023-05-14,China,Hong Kong
EPI_ISL_17744731_new,XBB.1.16*,2023-05-14,China,Yunnan
EPI_ISL_17744721_new,XBB.1.9*,2023-05-14,China,Yunnan
EPI_ISL_17744717_new,XBB.1.16*,2023-05-14,China,Yunnan
EPI_ISL_17744684_new,XBB.1.16*,2023-05-14,China,Yunnan
EPI_ISL_17744682_new,XBB.1.9*,2023-05-14,China,Yunnan
EPI_ISL_17744676_new,XBB.1.9*,2023-05-14,China,Yunnan
EPI_ISL_17744657_new,XBB.1.9*,2023-05-14,China,Yunnan
EPI_ISL_17744656_new,XBB.1.9*,2023-05-14,China,Yunnan
EPI_ISL_17744652_new,XBB.1.9*,2023-05-14,China,Yunnan
EPI_ISL_17739809_new,XBB.1.9*,2023-05-14,China,Heilongjiang
EPI_ISL_17739766_new,BA.2.75*,2023-05-14,China,Heilongjiang
EPI_ISL_17739754_new,XBB.1.9*,2023-05-14,China,Heilongjiang
EPI_ISL_17739685_new,XBB.1.9*,2023-05-14,China,Heilongjiang
EPI_ISL_17739633_new,XBB.1.9*,2023-05-14,China,Heilongjiang
EPI_ISL_17739625_new,BF.7.14*,2023-05-14,China,Heilongjiang
EPI_ISL_17739620_new,BF.7.14*,2023-05-14,China,Heilongjiang
EPI_ISL_17736024_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17735964_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17735962_new,XBB.1.16*,2023-05-14,China,Sichuan
EPI_ISL_17729963_new,XBB.1.9*,2023-05-14,China,Hubei
EPI_ISL_17729962_new,XBB.1.22*,2023-05-14,China,Hubei
EPI_ISL_17729960_new,XBB.1.22*,2023-05-14,China,Hubei
EPI_ISL_17729958_new,XBB.1.22*,2023-05-14,China,Hubei
EPI_ISL_17729956_new,XBB.1.9*,2023-05-14,China,Hubei
EPI_ISL_17729953_new,XBB.1.9*,2023-05-14,China,Hubei
EPI_ISL_17729821_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17729814_new,XBB.1.16*,2023-05-14,China,Fujian
EPI_ISL_17729813_new,XBB.1.16*,2023-05-14,China,Fujian
EPI_ISL_17729812_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17729811_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17725490_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725489_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725487_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725486_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725485_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17725484_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725470_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725469_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725468_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725467_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725466_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725465_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17725464_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725463_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725462_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17725457_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17725456_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725022_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725021_new,Others,2023-05-14,China,Shanghai
EPI_ISL_17725020_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17725019_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17725018_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17725017_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17725016_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725015_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17725014_new,Others,2023-05-14,China,Shanghai
EPI_ISL_17725013_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725012_new,XBB.1.22*,2023-05-14,China,Shanghai
EPI_ISL_17725011_new,XBB.2.3*,2023-05-14,China,Shanghai
EPI_ISL_17725010_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17725009_new,BA.2.75*,2023-05-14,China,Shanghai
EPI_ISL_17725008_new,XBB.1.22*,2023-05-14,China,Shanghai
EPI_ISL_17725007_new,XBB.2.3*,2023-05-14,China,Shanghai
EPI_ISL_17725006_new,XBB.1.9*,2023-05-14,China,Shanghai
EPI_ISL_17725005_new,XBB.1.22*,2023-05-14,China,Shanghai
EPI_ISL_17725004_new,Others,2023-05-14,China,Shanghai
EPI_ISL_17725003_new,XBB.1.16*,2023-05-14,China,Shanghai
